created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,toxicity,severe_toxicity,obscene,sexual_explicit,identity_attack,insult,threat,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disability,psychiatric_or_mental_illness,other_disability,identity_annotator_count,toxicity_annotator_count,clean,perturbed
2016-05-06 17:28:13.253137+00,21.0,305425.0,98556.0,approved,0.0,0.0,0.0,0.0,0.0,0.4459459459459459,0.040540540540540536,0.21621621621621626,0.013513513513513514,0.08108108108108109,0.2702702702702703,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,damn straight there aint no such thing as a greedy communist,damn-he straight there aint no such thing as a greedy communist
2016-05-06 17:28:13.253137+00,21.0,305425.0,98556.0,approved,0.0,0.0,0.0,0.0,0.0,0.4459459459459459,0.040540540540540536,0.21621621621621626,0.013513513513513514,0.08108108108108109,0.2702702702702703,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,damn straight there aint no such thing as a greedy communist,dam straight there aint no such thing as a greedy communist
2016-05-06 17:28:13.253137+00,21.0,305425.0,98556.0,approved,0.0,0.0,0.0,0.0,0.0,0.4459459459459459,0.040540540540540536,0.21621621621621626,0.013513513513513514,0.08108108108108109,0.2702702702702703,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,damn straight there aint no such thing as a greedy communist,damnnnn straight there aint no such thing as a greedy communist
2017-07-30 21:35:44.801168+00,54.0,5687058.0,361078.0,rejected,0.0,0.0,0.0,0.0,0.0,0.84375,0.03125,0.140625,0.0,0.0,0.8125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64.0,well that was a stupid comment,well that was a stuft comment
2017-07-30 21:35:44.801168+00,54.0,5687058.0,361078.0,rejected,0.0,0.0,0.0,0.0,0.0,0.84375,0.03125,0.140625,0.0,0.0,0.8125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64.0,well that was a stupid comment,well that was a stupidty comment
2017-07-30 21:35:44.801168+00,54.0,5687058.0,361078.0,rejected,0.0,0.0,0.0,0.0,0.0,0.84375,0.03125,0.140625,0.0,0.0,0.8125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64.0,well that was a stupid comment,well that was a stubbed comment
2016-05-12 02:44:43.647811+00,13.0,,75726.0,approved,0.0,0.0,0.0,3.0,0.0,0.9014900662251658,0.07533112582781458,0.8451986754966887,0.5678807947019867,0.0008278145695364237,0.3360927152317881,0.0033112582781456954,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1208.0,what a dick,what a dickey
2016-05-12 02:44:43.647811+00,13.0,,75726.0,approved,0.0,0.0,0.0,3.0,0.0,0.9014900662251658,0.07533112582781458,0.8451986754966887,0.5678807947019867,0.0008278145695364237,0.3360927152317881,0.0033112582781456954,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1208.0,what a dick,what a dic
2016-05-12 02:44:43.647811+00,13.0,,75726.0,approved,0.0,0.0,0.0,3.0,0.0,0.9014900662251658,0.07533112582781458,0.8451986754966887,0.5678807947019867,0.0008278145695364237,0.3360927152317881,0.0033112582781456954,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1208.0,what a dick,what a dickie
2016-05-20 18:58:27.667480+00,13.0,,95980.0,approved,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,we cant even take care of our own it would be profoundly stupid to import more and exacerbate the problem,we cant even take care of our own it would be profoundly stupiday to import more and exacerbate the problem
