"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.created_date","Input.publication_id","Input.parent_id","Input.article_id","Input.rating","Input.funny","Input.wow","Input.sad","Input.likes","Input.disagree","Input.toxicity","Input.severe_toxicity","Input.obscene","Input.sexual_explicit","Input.identity_attack","Input.insult","Input.threat","Input.male","Input.female","Input.transgender","Input.other_gender","Input.heterosexual","Input.homosexual_gay_or_lesbian","Input.bisexual","Input.other_sexual_orientation","Input.christian","Input.jewish","Input.muslim","Input.hindu","Input.buddhist","Input.atheist","Input.other_religion","Input.black","Input.white","Input.asian","Input.latino","Input.other_race_or_ethnicity","Input.physical_disability","Input.intellectual_or_learning_disabil","Input.psychiatric_or_mental_illness","Input.other_disability","Input.identity_annotator_count","Input.toxicity_annotator_count","Input.clean","Input.perturbed","Answer.Fair.3","Answer.Likely.4","Answer.Unlikely.2","Answer.Very likely.5","Answer.Very unlikely.1","Answer.answer_time","Answer.clean","Answer.pert_location","Answer.perturbed","Answer.time_spent","Approve","Reject"
"309D674SI8YNNVVM57FHQGVLOTYCBJ","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 20:02:46 PST 2023","5","BatchId:4980585;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 20:02:46 PST 2023","","","3J4Q2Z4UT8GMRJ19VIHAMJSC2UDQW2","A1O71XNV203T5P","Submitted","Wed Jan 04 20:04:30 PST 2023","Wed Jan 04 20:07:46 PST 2023","Fri Jan 06 20:07:46 PST 2023","","","","196","100% (32/32)","100% (24/24)","100% (24/24)","2017-03-22 18:08:20.229468+00","21.0","5036966.0","321192.0","approved","0.0","0.0","0.0","3.0","1.0","0.8484848484848485","0.09090909090909093","0.045454545454545456","0.0","0.015151515151515154","0.09090909090909093","0.7424242424242424","","","","","","","","","","","","","","","","","","","","","","","","","0.0","66.0","you move go kill somewhere else","you move go kIll somewhere else","false","false","true","false","false","0","you move go kill somewhere else","4","you move go kIll somewhere else","6"
"309D674SI8YNNVVM57FHQGVLOTYCBJ","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 20:02:46 PST 2023","5","BatchId:4980585;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 20:02:46 PST 2023","","","3GLB5JMZF78W5O74BR780HZPPRZDGM","A1OO3NW0VRJCQV","Submitted","Wed Jan 04 20:05:03 PST 2023","Wed Jan 04 20:06:54 PST 2023","Fri Jan 06 20:06:54 PST 2023","","","","111","100% (25/25)","100% (25/25)","100% (25/25)","2017-03-22 18:08:20.229468+00","21.0","5036966.0","321192.0","approved","0.0","0.0","0.0","3.0","1.0","0.8484848484848485","0.09090909090909093","0.045454545454545456","0.0","0.015151515151515154","0.09090909090909093","0.7424242424242424","","","","","","","","","","","","","","","","","","","","","","","","","0.0","66.0","you move go kill somewhere else","you move go kIll somewhere else","true","false","false","false","false","0","you move go kill somewhere else","4","you move go kIll somewhere else","7"
"309D674SI8YNNVVM57FHQGVLOTYCBJ","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 20:02:46 PST 2023","5","BatchId:4980585;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 20:02:46 PST 2023","","","31QTRG6Q23Q5GCVUA6K97BNI86QYPH","A1UOP419O6P55R","Submitted","Wed Jan 04 20:03:38 PST 2023","Wed Jan 04 20:05:01 PST 2023","Fri Jan 06 20:05:01 PST 2023","","","","83","100% (30/30)","100% (30/30)","100% (30/30)","2017-03-22 18:08:20.229468+00","21.0","5036966.0","321192.0","approved","0.0","0.0","0.0","3.0","1.0","0.8484848484848485","0.09090909090909093","0.045454545454545456","0.0","0.015151515151515154","0.09090909090909093","0.7424242424242424","","","","","","","","","","","","","","","","","","","","","","","","","0.0","66.0","you move go kill somewhere else","you move go kIll somewhere else","false","true","false","false","false","0","you move go kill somewhere else","3","you move go kIll somewhere else","16"
"309D674SI8YNNVVM57FHQGVLOTYCBJ","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 20:02:46 PST 2023","5","BatchId:4980585;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 20:02:46 PST 2023","","","3483FV8BEOW75LKI2PE5S7VWYM526Y","A3B38KWGIT7YVB","Submitted","Wed Jan 04 20:03:00 PST 2023","Wed Jan 04 20:05:22 PST 2023","Fri Jan 06 20:05:22 PST 2023","","","","142","0% (0/0)","0% (0/0)","0% (0/0)","2017-03-22 18:08:20.229468+00","21.0","5036966.0","321192.0","approved","0.0","0.0","0.0","3.0","1.0","0.8484848484848485","0.09090909090909093","0.045454545454545456","0.0","0.015151515151515154","0.09090909090909093","0.7424242424242424","","","","","","","","","","","","","","","","","","","","","","","","","0.0","66.0","you move go kill somewhere else","you move go kIll somewhere else","false","true","false","false","false","0","you move go kill somewhere else","4","you move go kIll somewhere else","27"
"309D674SI8YNNVVM57FHQGVLOTYCBJ","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 20:02:46 PST 2023","5","BatchId:4980585;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 20:02:46 PST 2023","","","3DYGAII7PVLW7A48JW3FUPKG9XBQP8","A3F293Q71V7LXQ","Submitted","Wed Jan 04 20:05:11 PST 2023","Wed Jan 04 20:05:46 PST 2023","Fri Jan 06 20:05:46 PST 2023","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","2017-03-22 18:08:20.229468+00","21.0","5036966.0","321192.0","approved","0.0","0.0","0.0","3.0","1.0","0.8484848484848485","0.09090909090909093","0.045454545454545456","0.0","0.015151515151515154","0.09090909090909093","0.7424242424242424","","","","","","","","","","","","","","","","","","","","","","","","","0.0","66.0","you move go kill somewhere else","you move go kIll somewhere else","false","true","false","false","false","0","you move go kill somewhere else","3","you move go kIll somewhere else","15"
"30EMX9PEWTW4NFOC86IA4OITXQTKS5","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 20:02:53 PST 2023","5","BatchId:4980585;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 20:02:53 PST 2023","","","3F6KKYWMNLE2FGOQYVK3Q18MQ3JDNS","A1O71XNV203T5P","Submitted","Wed Jan 04 20:03:16 PST 2023","Wed Jan 04 20:04:09 PST 2023","Fri Jan 06 20:04:09 PST 2023","","","","53","100% (32/32)","100% (24/24)","100% (24/24)","2017-07-18 19:49:46.260828+00","54.0","5615281.0","356689.0","approved","1.0","0.0","1.0","1.0","11.0","0.5072463768115942","0.028985507246376805","0.014492753623188406","0.0","0.3333333333333333","0.4492753623188406","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0","69.0","your canada is a desperately conformist dull place","your canada is a desperately conformist dul place","true","false","false","false","false","0","your canada is a desperately conformist dull place","4","your canada is a desperately conformist dul place","6"
"30EMX9PEWTW4NFOC86IA4OITXQTKS5","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 20:02:53 PST 2023","5","BatchId:4980585;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 20:02:53 PST 2023","","","3TXD01ZLDEU2AAP62LVW1S6ALMNU4S","A1W4ER7H09B1BS","Submitted","Wed Jan 04 20:07:26 PST 2023","Wed Jan 04 20:19:49 PST 2023","Fri Jan 06 20:19:49 PST 2023","","","","743","0% (0/0)","0% (0/0)","0% (0/0)","2017-07-18 19:49:46.260828+00","54.0","5615281.0","356689.0","approved","1.0","0.0","1.0","1.0","11.0","0.5072463768115942","0.028985507246376805","0.014492753623188406","0.0","0.3333333333333333","0.4492753623188406","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0","69.0","your canada is a desperately conformist dull place","your canada is a desperately conformist dul place","false","true","false","false","false","0","your canada is a desperately conformist dull place","6","your canada is a desperately conformist dul place","29"
"30EMX9PEWTW4NFOC86IA4OITXQTKS5","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 20:02:53 PST 2023","5","BatchId:4980585;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 20:02:53 PST 2023","","","3K772S5NPIOFXQGFRS0ARZTB43BEHD","A26FT14JKGVVLA","Submitted","Wed Jan 04 20:02:59 PST 2023","Wed Jan 04 20:06:48 PST 2023","Fri Jan 06 20:06:48 PST 2023","","","","229","0% (0/0)","0% (0/0)","0% (0/0)","2017-07-18 19:49:46.260828+00","54.0","5615281.0","356689.0","approved","1.0","0.0","1.0","1.0","11.0","0.5072463768115942","0.028985507246376805","0.014492753623188406","0.0","0.3333333333333333","0.4492753623188406","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0","69.0","your canada is a desperately conformist dull place","your canada is a desperately conformist dul place","false","false","true","false","false","0","your canada is a desperately conformist dull place","6","your canada is a desperately conformist dul place","75"
"30EMX9PEWTW4NFOC86IA4OITXQTKS5","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 20:02:53 PST 2023","5","BatchId:4980585;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 20:02:53 PST 2023","","","3SNVL38CIE5R2IX91MXCE390B83CKN","A3RPU02JJC7SR3","Submitted","Wed Jan 04 20:03:58 PST 2023","Wed Jan 04 20:08:05 PST 2023","Fri Jan 06 20:08:05 PST 2023","","","","247","0% (0/0)","0% (0/0)","0% (0/0)","2017-07-18 19:49:46.260828+00","54.0","5615281.0","356689.0","approved","1.0","0.0","1.0","1.0","11.0","0.5072463768115942","0.028985507246376805","0.014492753623188406","0.0","0.3333333333333333","0.4492753623188406","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0","69.0","your canada is a desperately conformist dull place","your canada is a desperately conformist dul place","false","false","false","true","false","0","your canada is a desperately conformist dull place","6","your canada is a desperately conformist dul place","21"
"30EMX9PEWTW4NFOC86IA4OITXQTKS5","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 20:02:53 PST 2023","5","BatchId:4980585;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 20:02:53 PST 2023","","","3PM8NZGV88T1GJ6Z5NDWO26JBWIXQ1","ARI1I8F8U5VMJ","Submitted","Wed Jan 04 20:03:24 PST 2023","Wed Jan 04 20:05:24 PST 2023","Fri Jan 06 20:05:24 PST 2023","","","","120","100% (25/25)","100% (21/21)","100% (21/21)","2017-07-18 19:49:46.260828+00","54.0","5615281.0","356689.0","approved","1.0","0.0","1.0","1.0","11.0","0.5072463768115942","0.028985507246376805","0.014492753623188406","0.0","0.3333333333333333","0.4492753623188406","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0","69.0","your canada is a desperately conformist dull place","your canada is a desperately conformist dul place","false","false","true","false","false","0","your canada is a desperately conformist dull place","6","your canada is a desperately conformist dul place","16"
