"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.created_date","Input.publication_id","Input.parent_id","Input.article_id","Input.rating","Input.funny","Input.wow","Input.sad","Input.likes","Input.disagree","Input.toxicity","Input.severe_toxicity","Input.obscene","Input.sexual_explicit","Input.identity_attack","Input.insult","Input.threat","Input.male","Input.female","Input.transgender","Input.other_gender","Input.heterosexual","Input.homosexual_gay_or_lesbian","Input.bisexual","Input.other_sexual_orientation","Input.christian","Input.jewish","Input.muslim","Input.hindu","Input.buddhist","Input.atheist","Input.other_religion","Input.black","Input.white","Input.asian","Input.latino","Input.other_race_or_ethnicity","Input.physical_disability","Input.intellectual_or_learning_disabil","Input.psychiatric_or_mental_illness","Input.other_disability","Input.identity_annotator_count","Input.toxicity_annotator_count","Input.clean","Input.perturbed","Answer.Fair.3","Answer.Likely.4","Answer.Unlikely.2","Answer.Very likely.5","Answer.Very unlikely.1","Answer.answer_time","Answer.clean","Answer.pert_location","Answer.perturbed","Answer.time_spent","Approve","Reject"
"3WKGUBL7T8ZW504J35YTLLF28A04LQ","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 12:12:46 PST 2023","5","BatchId:4980383;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 12:12:46 PST 2023","","","3IXEICO79CW1PKEVL4Y1TU4MYP86T0","A166U1L1KVMPCL","Submitted","Wed Jan 04 12:15:37 PST 2023","Wed Jan 04 12:16:33 PST 2023","Fri Jan 06 12:16:33 PST 2023","","","","56","100% (5/5)","100% (5/5)","100% (5/5)","2017-03-25 04:02:47.216658+00","53.0","5052233.0","321813.0","rejected","1.0","0.0","0.0","0.0","0.0","0.8333333333333333","0.0","0.0","0.0","0.0","0.8333333333333333","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0","6.0","and tonight we get to call him loser","and tonight we get to call him Losser","false","true","false","false","false","0","and tonight we get to call him loser","7","and tonight we get to call him Losser","10"
"3WKGUBL7T8ZW504J35YTLLF28A04LQ","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 12:12:46 PST 2023","5","BatchId:4980383;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 12:12:46 PST 2023","","","3BXQMRHWK9BIE0EC8PVSNMNA73UUMP","A1A3RI5XJ6W8GG","Submitted","Wed Jan 04 12:16:29 PST 2023","Wed Jan 04 12:20:10 PST 2023","Fri Jan 06 12:20:10 PST 2023","","","","221","0% (0/0)","0% (0/0)","0% (0/0)","2017-03-25 04:02:47.216658+00","53.0","5052233.0","321813.0","rejected","1.0","0.0","0.0","0.0","0.0","0.8333333333333333","0.0","0.0","0.0","0.0","0.8333333333333333","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0","6.0","and tonight we get to call him loser","and tonight we get to call him Losser","false","true","false","false","false","0","and tonight we get to call him loser","5","and tonight we get to call him Losser","7"
"3WKGUBL7T8ZW504J35YTLLF28A04LQ","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 12:12:46 PST 2023","5","BatchId:4980383;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 12:12:46 PST 2023","","","39GHHAVOMP4TWUECQMRIUQXZ4W94J6","A1DL3O3MM8B5W","Submitted","Wed Jan 04 12:13:58 PST 2023","Wed Jan 04 12:15:28 PST 2023","Fri Jan 06 12:15:28 PST 2023","","","","90","100% (20/20)","0% (0/0)","0% (0/0)","2017-03-25 04:02:47.216658+00","53.0","5052233.0","321813.0","rejected","1.0","0.0","0.0","0.0","0.0","0.8333333333333333","0.0","0.0","0.0","0.0","0.8333333333333333","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0","6.0","and tonight we get to call him loser","and tonight we get to call him Losser","false","false","true","false","false","0","and tonight we get to call him loser","7","and tonight we get to call him Losser","30"
"3WKGUBL7T8ZW504J35YTLLF28A04LQ","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 12:12:46 PST 2023","5","BatchId:4980383;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 12:12:46 PST 2023","","","35DR22AR5NX99I0X7C10BUD81UUX34","A3RTKQR98I4FV4","Submitted","Wed Jan 04 12:16:30 PST 2023","Wed Jan 04 12:18:54 PST 2023","Fri Jan 06 12:18:54 PST 2023","","","","144","0% (0/0)","0% (0/0)","0% (0/0)","2017-03-25 04:02:47.216658+00","53.0","5052233.0","321813.0","rejected","1.0","0.0","0.0","0.0","0.0","0.8333333333333333","0.0","0.0","0.0","0.0","0.8333333333333333","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0","6.0","and tonight we get to call him loser","and tonight we get to call him Losser","false","true","false","false","false","0","and tonight we get to call him loser","7","and tonight we get to call him Losser","33"
"3WKGUBL7T8ZW504J35YTLLF28A04LQ","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 12:12:46 PST 2023","5","BatchId:4980383;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 12:12:46 PST 2023","","","3XC1O3LBO2ZJ85H28843IDMJOKXLTN","AGVWCR12FX0GI","Submitted","Wed Jan 04 12:16:25 PST 2023","Wed Jan 04 12:16:46 PST 2023","Fri Jan 06 12:16:46 PST 2023","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","2017-03-25 04:02:47.216658+00","53.0","5052233.0","321813.0","rejected","1.0","0.0","0.0","0.0","0.0","0.8333333333333333","0.0","0.0","0.0","0.0","0.8333333333333333","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0","6.0","and tonight we get to call him loser","and tonight we get to call him Losser","false","false","true","false","false","0","and tonight we get to call him loser","7","and tonight we get to call him Losser","18"
"3X2YVV51Q3HVOVJZK1MTWYPFUXU1W3","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 12:12:46 PST 2023","5","BatchId:4980383;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 12:12:46 PST 2023","","","3LEP4MGT3QD0E7ZTV5FUZ68S94UBD6","A149YZJBFRDWBJ","Submitted","Wed Jan 04 12:15:01 PST 2023","Wed Jan 04 12:16:46 PST 2023","Fri Jan 06 12:16:46 PST 2023","","","","105","100% (24/24)","100% (24/24)","100% (24/24)","2017-07-12 23:32:00.960818+00","55.0","","354643.0","approved","0.0","0.0","0.0","2.0","0.0","0.5625","0.0","0.25","0.5","0.0","0.125","0.025","","","","","","","","","","","","","","","","","","","","","","","","","0.0","80.0","hey joe dont let the door hit you in the butt on the way out","hey joe dont let the door hit you in the bUtttt on the way out","false","true","false","false","false","0","hey joe dont let the door hit you in the butt on the way out","10","hey joe dont let the door hit you in the bUtttt on the way out","11"
"3X2YVV51Q3HVOVJZK1MTWYPFUXU1W3","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 12:12:46 PST 2023","5","BatchId:4980383;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 12:12:46 PST 2023","","","3U84XHCDIMQJW9JG88U4IKLPNUMZ4M","A1A0HVICBQQU02","Submitted","Wed Jan 04 12:14:56 PST 2023","Wed Jan 04 12:16:05 PST 2023","Fri Jan 06 12:16:05 PST 2023","","","","69","100% (36/36)","100% (18/18)","100% (18/18)","2017-07-12 23:32:00.960818+00","55.0","","354643.0","approved","0.0","0.0","0.0","2.0","0.0","0.5625","0.0","0.25","0.5","0.0","0.125","0.025","","","","","","","","","","","","","","","","","","","","","","","","","0.0","80.0","hey joe dont let the door hit you in the butt on the way out","hey joe dont let the door hit you in the bUtttt on the way out","false","true","false","false","false","0","hey joe dont let the door hit you in the butt on the way out","10","hey joe dont let the door hit you in the bUtttt on the way out","9"
"3X2YVV51Q3HVOVJZK1MTWYPFUXU1W3","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 12:12:46 PST 2023","5","BatchId:4980383;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 12:12:46 PST 2023","","","3FPRZHYEP8KH5TV27X0IN9GNLJMV3Z","A1DBR498DU038O","Submitted","Wed Jan 04 12:16:00 PST 2023","Wed Jan 04 12:21:01 PST 2023","Fri Jan 06 12:21:01 PST 2023","","","","301","100% (6/6)","0% (0/0)","0% (0/0)","2017-07-12 23:32:00.960818+00","55.0","","354643.0","approved","0.0","0.0","0.0","2.0","0.0","0.5625","0.0","0.25","0.5","0.0","0.125","0.025","","","","","","","","","","","","","","","","","","","","","","","","","0.0","80.0","hey joe dont let the door hit you in the butt on the way out","hey joe dont let the door hit you in the bUtttt on the way out","false","true","false","false","false","0","hey joe dont let the door hit you in the butt on the way out","10","hey joe dont let the door hit you in the bUtttt on the way out","9"
"3X2YVV51Q3HVOVJZK1MTWYPFUXU1W3","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 12:12:46 PST 2023","5","BatchId:4980383;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 12:12:46 PST 2023","","","3300DTYQTCUSAJFIAIN40DLCVGVEQD","A1J9Q00NU7QJN","Submitted","Wed Jan 04 12:13:54 PST 2023","Wed Jan 04 12:29:36 PST 2023","Fri Jan 06 12:29:36 PST 2023","","","","942","100% (92/92)","100% (44/44)","100% (44/44)","2017-07-12 23:32:00.960818+00","55.0","","354643.0","approved","0.0","0.0","0.0","2.0","0.0","0.5625","0.0","0.25","0.5","0.0","0.125","0.025","","","","","","","","","","","","","","","","","","","","","","","","","0.0","80.0","hey joe dont let the door hit you in the butt on the way out","hey joe dont let the door hit you in the bUtttt on the way out","false","true","false","false","false","0","hey joe dont let the door hit you in the butt on the way out","10","hey joe dont let the door hit you in the bUtttt on the way out","9"
"3X2YVV51Q3HVOVJZK1MTWYPFUXU1W3","3IV76CXOOCMYULUM1B2D3WB47ULD9G","How likely is the given perturbation substitutable with its clean version?","In the task, you will see a sentence that contains a text perturbation, please compare this sentence with the provided clean version carefully, and evaluate the perturbation's quality.","perturbation, semantic, similarity, text","$0.02","Wed Jan 04 12:12:46 PST 2023","5","BatchId:4980383;OriginalHitTemplateId:928390905;","3600","172800","Sat Jan 07 12:12:46 PST 2023","","","3GNCZX450S04KUXRU06T4P5B55CAPO","ACVWP0MRAU69A","Submitted","Wed Jan 04 12:15:00 PST 2023","Wed Jan 04 12:15:43 PST 2023","Fri Jan 06 12:15:43 PST 2023","","","","43","100% (57/57)","0% (0/0)","0% (0/0)","2017-07-12 23:32:00.960818+00","55.0","","354643.0","approved","0.0","0.0","0.0","2.0","0.0","0.5625","0.0","0.25","0.5","0.0","0.125","0.025","","","","","","","","","","","","","","","","","","","","","","","","","0.0","80.0","hey joe dont let the door hit you in the butt on the way out","hey joe dont let the door hit you in the bUtttt on the way out","false","false","false","true","false","0","hey joe dont let the door hit you in the butt on the way out","10","hey joe dont let the door hit you in the bUtttt on the way out","11"
