created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,toxicity,severe_toxicity,obscene,sexual_explicit,identity_attack,insult,threat,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disability,psychiatric_or_mental_illness,other_disability,identity_annotator_count,toxicity_annotator_count,clean,perturbed
2017-08-17 19:27:33.859759+00,102.0,5788426.0,367610.0,approved,1.0,0.0,0.0,5.0,0.0,0.9685534591194968,0.090146750524109,0.07477288609364081,0.0034940600978336828,0.9196366177498252,0.928022361984626,0.0006988120195667365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1431.0,proving you dont have to be poor to be white trash,proving you dont have to be poor to be white trashhhh
2017-06-29 17:28:59.350299+00,54.0,,349936.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8958333333333333,0.04166666666666666,0.10416666666666667,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0,trump is an absolute pig of privilege,trump is an absolute PIGGG of privilege
2017-01-02 12:52:24.134267+00,54.0,779274.0,159565.0,rejected,0.0,0.0,0.0,0.0,2.0,0.8653846153846154,0.038461538461538464,0.0576923076923077,0.0,0.0576923076923077,0.8653846153846154,0.019230769230769232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,52.0,man you are a real dumb bunch,man you are a real DUMBBBB bunch
2017-02-11 15:42:47.698365+00,54.0,981987.0,167570.0,approved,0.0,1.0,2.0,0.0,1.0,0.8787878787878787,0.07575757575757576,0.07575757575757576,0.030303030303030307,0.2424242424242425,0.8484848484848485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,66.0,such a nasty woman,such a naaaasty woman
2017-01-20 01:38:26.031709+00,54.0,866768.0,162848.0,rejected,0.0,0.0,0.0,0.0,0.0,0.9310344827586206,0.03448275862068965,0.1724137931034483,0.017241379310344827,0.0,0.8275862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,58.0,more like stupid,more like Stuuupidd
2016-11-14 18:45:19.387100+00,21.0,598536.0,151562.0,approved,0.0,0.0,0.0,1.0,0.0,0.7794117647058822,0.044117647058823525,0.10294117647058824,0.0,0.029411764705882363,0.7794117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,68.0,yeah since we were too stupid to do it ourselves we need daddy trump,yeah since we were too Stuuupidd to do it ourselves we need daddy trump
2017-10-19 02:44:51.168522+00,21.0,6175766.0,390746.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.028571428571428567,0.042857142857142864,0.0,0.7714285714285714,0.6,0.014285714285714284,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,70.0,mike you are definitely gay face it,mike you are definitely Gayyyy face it
2016-11-06 02:09:41.012788+00,21.0,578906.0,150707.0,approved,0.0,0.0,0.0,0.0,0.0,0.7846153846153846,0.015384615384615384,0.18461538461538465,0.0,0.015384615384615384,0.7384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,65.0,and for what what a stupid assertion,and for what what a Stuuupidd assertion
2017-07-26 21:00:50.514966+00,102.0,,359564.0,rejected,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.15714285714285714,0.0,0.0,0.1,0.014285714285714284,0.6285714285714286,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,70.0,if i want to hire someone to kill people for me why would i care if they were male female or all of the above,if i want to hire someone to KIL people for me why would i care if they were male female or all of the above
2016-08-23 17:59:29.001586+00,21.0,,144335.0,rejected,0.0,0.0,0.0,0.0,0.0,0.970479704797048,0.08645229309435952,0.00790722192936215,0.0021085925144965732,0.9652082235108064,0.7775434897206115,0.005271481286241435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1897.0,big surprise another black criminal,big surprise another blCK criminal
