created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,toxicity,severe_toxicity,obscene,sexual_explicit,identity_attack,insult,threat,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disability,psychiatric_or_mental_illness,other_disability,identity_annotator_count,toxicity_annotator_count,clean,perturbed
2017-03-08 16:41:59.402377+00,13.0,,317616.0,approved,0.0,0.0,0.0,1.0,0.0,0.8653846153846154,0.0576923076923077,0.1153846153846154,0.0,0.019230769230769232,0.9038461538461541,0.019230769230769232,,,,,,,,,,,,,,,,,,,,,,,,,0.0,52.0,there are some incredibly stupid people on this planet,there are some incredibly Stuuupidd people on this planet
2017-01-05 21:07:07.765503+00,54.0,793465.0,160165.0,rejected,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.18,0.0,0.0,0.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,thats just plain stupid,thats just plain Stuuupidd
2017-01-15 15:28:56.250125+00,54.0,843277.0,161989.0,rejected,0.0,0.0,0.0,1.0,0.0,0.8181818181818182,0.022727272727272728,0.06818181818181818,0.0,0.0,0.7727272727272726,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,typical empty stupid reply based on hate over anything constructive,typical empty Stuuupidd reply based on hate over anything constructive
2017-06-02 16:11:04.308215+00,102.0,5345513.0,340087.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.0576923076923077,0.019230769230769232,0.0,0.019230769230769232,0.8269230769230768,0.019230769230769232,,,,,,,,,,,,,,,,,,,,,,,,,0.0,52.0,i always knew you were a dirty cop,i always knew you were a dirtyyyy cop
2017-07-30 23:36:40.896628+00,53.0,5687726.0,360578.0,approved,0.0,0.0,0.0,6.0,0.0,0.6575342465753424,0.0,0.0684931506849315,0.0,0.0,0.6027397260273972,0.0136986301369863,,,,,,,,,,,,,,,,,,,,,,,,,0.0,73.0,dumb response off topic as always,DUMBBBB response off topic as always
2017-04-04 17:30:41.311510+00,53.0,5091525.0,321852.0,approved,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.02631578947368421,0.4473684210526316,0.0,0.0,0.21052631578947367,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,76.0,i damn no one they damn themselves,i DAAAAMN no one they damn themselves
2017-04-04 17:30:41.311510+00,53.0,5091525.0,321852.0,approved,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.02631578947368421,0.4473684210526316,0.0,0.0,0.21052631578947367,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,76.0,i damn no one they damn themselves,i daaammn no one they damn themselves
2017-04-04 17:30:41.311510+00,53.0,5091525.0,321852.0,approved,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.02631578947368421,0.4473684210526316,0.0,0.0,0.21052631578947367,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,76.0,i damn no one they damn themselves,i DAMNNNN no one they damn themselves
2017-10-03 16:55:22.992900+00,102.0,,384836.0,approved,0.0,0.0,0.0,1.0,0.0,0.921875,0.0625,0.234375,0.015625,0.015625,0.921875,0.15625,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64.0,wow that is a whole of stupid and ugly that should be removed from the gene pool,wow that is a whole of Stuuupidd and ugly that should be removed from the gene pool
2017-08-14 13:17:31.078409+00,102.0,5762794.0,366182.0,approved,0.0,0.0,0.0,0.0,2.0,0.7758620689655171,0.0,0.10344827586206896,0.0,0.017241379310344827,0.7931034482758621,0.017241379310344827,,,,,,,,,,,,,,,,,,,,,,,,,0.0,58.0,and you lost the cold war wow my response is almost as stupid as yours almost,and you lost the cold war wow my response is almost as Stuuupidd as yours almost
2017-06-07 07:21:22.968210+00,21.0,5368223.0,341189.0,approved,0.0,0.0,0.0,0.0,0.0,0.8723404255319149,0.0,0.0425531914893617,0.0,0.0,0.8723404255319149,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,47.0,you cant fix stupid,you cant fix Stuuupidd
2017-07-11 15:47:25.489558+00,54.0,5571649.0,354032.0,approved,0.0,0.0,0.0,2.0,0.0,0.8059701492537314,0.07462686567164177,0.8656716417910446,0.01492537313432836,0.01492537313432836,0.19402985074626866,0.01492537313432836,,,,,,,,,,,,,,,,,,,,,,,,,0.0,67.0,damn you beat me to it,Daaaamn you beat me to it
2017-07-11 15:47:25.489558+00,54.0,5571649.0,354032.0,approved,0.0,0.0,0.0,2.0,0.0,0.8059701492537314,0.07462686567164177,0.8656716417910446,0.01492537313432836,0.01492537313432836,0.19402985074626866,0.01492537313432836,,,,,,,,,,,,,,,,,,,,,,,,,0.0,67.0,damn you beat me to it,Damnnnn you beat me to it
2017-07-11 15:47:25.489558+00,54.0,5571649.0,354032.0,approved,0.0,0.0,0.0,2.0,0.0,0.8059701492537314,0.07462686567164177,0.8656716417910446,0.01492537313432836,0.01492537313432836,0.19402985074626866,0.01492537313432836,,,,,,,,,,,,,,,,,,,,,,,,,0.0,67.0,damn you beat me to it,dammmmn you beat me to it
2017-11-02 16:54:29.468380+00,21.0,,396295.0,approved,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.13333333333333333,0.0,0.0,0.7666666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60.0,good job tracker without snow the guy might never have been found dumb criminal,good job tracker without snow the guy might never have been found DUMBBBB criminal
2017-05-17 14:15:48.464162+00,53.0,5267030.0,335064.0,rejected,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,0.0576923076923077,0.09615384615384616,0.0,0.019230769230769232,0.8846153846153846,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,52.0,ah to be fat drunk and stupid,ah to be fat drunk and Stuuupidd
2017-10-19 05:02:49.374442+00,102.0,6176806.0,390676.0,rejected,0.0,0.0,0.0,0.0,0.0,0.9375,0.02083333333333333,0.16666666666666666,0.0,0.0,0.9166666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,because you are that stupid,because you are that Stuuupidd
2016-11-30 03:34:02.730009+00,54.0,637005.0,153515.0,approved,0.0,0.0,1.0,3.0,7.0,0.6714285714285714,0.014285714285714284,0.014285714285714284,0.0,0.1,0.6714285714285714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70.0,if you are not a socialist in your you have no heart if you are still a socialist in your you have no brain,if you are not a socialist in your you have no heart if you are still a socialist in your you have no Bryan
2016-11-30 03:34:02.730009+00,54.0,637005.0,153515.0,approved,0.0,0.0,1.0,3.0,7.0,0.6714285714285714,0.014285714285714284,0.014285714285714284,0.0,0.1,0.6714285714285714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70.0,if you are not a socialist in your you have no heart if you are still a socialist in your you have no brain,if you are not a socialist in your you have no heart if you are still a socialist in your you have no BRYAN
2016-11-30 03:34:02.730009+00,54.0,637005.0,153515.0,approved,0.0,0.0,1.0,3.0,7.0,0.6714285714285714,0.014285714285714284,0.014285714285714284,0.0,0.1,0.6714285714285714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70.0,if you are not a socialist in your you have no heart if you are still a socialist in your you have no brain,if you are not a socialist in your you have no heart if you are still a socialist in your you have no Bran
2016-06-17 00:45:40.290775+00,22.0,,138976.0,approved,0.0,0.0,0.0,7.0,0.0,0.7121212121212122,0.10606060606060606,0.015151515151515154,0.0,0.015151515151515154,0.07575757575757576,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,0.0,66.0,kill the rail,KIL the rail
2017-01-08 16:44:20.578621+00,54.0,808396.0,160686.0,approved,0.0,0.0,0.0,0.0,1.0,0.8846153846153846,0.019230769230769232,0.0576923076923077,0.0,0.07692307692307693,0.8653846153846154,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,52.0,it is better to be handsome rich and smart than ugly poor and stupid,it is better to be handsome rich and smart than ugly poor and Stuuupidd
2017-09-06 11:03:51.476586+00,102.0,5904562.0,374248.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8679245283018867,0.0,0.11320754716981132,0.0,0.0,0.8113207547169811,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,53.0,that is such a stupid comment,that is such a Stuuupidd comment
2017-09-26 18:03:00.592812+00,102.0,6027342.0,382117.0,approved,0.0,0.0,0.0,1.0,0.0,0.8958333333333333,0.0,0.10416666666666667,0.0,0.02083333333333333,0.8333333333333333,0.02083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,and what place would that be instead trump stuck his stupid nose into a place it does not belong,and what place would that be instead trump stuck his Stuuupidd nose into a place it does not belong
