created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,toxicity,severe_toxicity,obscene,sexual_explicit,identity_attack,insult,threat,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disability,psychiatric_or_mental_illness,other_disability,identity_annotator_count,toxicity_annotator_count,clean,perturbed
2017-09-01 20:55:45.866242+00,54.0,5881122.0,373167.0,rejected,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,well look on the bright side sunshine at least i left his crazy mother out of it,well look on the bright side sunshine at least i left his crazzzzzy mother out of it
2017-09-01 20:55:45.866242+00,54.0,5881122.0,373167.0,rejected,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,well look on the bright side sunshine at least i left his crazy mother out of it,well look on the bright side sunshine at least i left his crazyyyy mother out of it
2017-09-01 20:55:45.866242+00,54.0,5881122.0,373167.0,rejected,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,well look on the bright side sunshine at least i left his crazy mother out of it,well look on the bright side sunshine at least i left his craaaazy mother out of it
2016-06-06 04:16:37.985392+00,21.0,,87060.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8918918918918921,0.12162162162162166,0.0945945945945946,0.0,0.054054054054054064,0.8513513513513514,0.6756756756756757,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,human trash flush him,human TRRAAASSHH flush him
2016-06-06 04:16:37.985392+00,21.0,,87060.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8918918918918921,0.12162162162162166,0.0945945945945946,0.0,0.054054054054054064,0.8513513513513514,0.6756756756756757,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,human trash flush him,human trashhhhh flush him
2016-06-06 04:16:37.985392+00,21.0,,87060.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8918918918918921,0.12162162162162166,0.0945945945945946,0.0,0.054054054054054064,0.8513513513513514,0.6756756756756757,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,human trash flush him,human Trashhhhh flush him
2016-09-20 17:43:43.162582+00,21.0,482860.0,146417.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8484848484848485,0.0,0.12121212121212124,0.060606060606060615,0.015151515151515154,0.7575757575757573,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,66.0,they both suck,they both SUUCK
2016-09-20 17:43:43.162582+00,21.0,482860.0,146417.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8484848484848485,0.0,0.12121212121212124,0.060606060606060615,0.015151515151515154,0.7575757575757573,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,66.0,they both suck,they both suckkkk
2016-09-20 17:43:43.162582+00,21.0,482860.0,146417.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8484848484848485,0.0,0.12121212121212124,0.060606060606060615,0.015151515151515154,0.7575757575757573,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,66.0,they both suck,they both suuuck
2017-11-07 17:39:49.639109+00,102.0,6307942.0,397812.0,approved,1.0,0.0,0.0,1.0,0.0,0.807017543859649,0.035087719298245605,0.12280701754385966,0.0,0.12280701754385966,0.8245614035087718,0.017543859649122806,,,,,,,,,,,,,,,,,,,,,,,,,0.0,57.0,fat drunk and stupid is no way to go through life son dean w,fat drunk and Stuuupidd is no way to go through life son dean w
2017-11-07 17:39:49.639109+00,102.0,6307942.0,397812.0,approved,1.0,0.0,0.0,1.0,0.0,0.807017543859649,0.035087719298245605,0.12280701754385966,0.0,0.12280701754385966,0.8245614035087718,0.017543859649122806,,,,,,,,,,,,,,,,,,,,,,,,,0.0,57.0,fat drunk and stupid is no way to go through life son dean w,fat drunk and stupiddddd is no way to go through life son dean w
2017-11-07 17:39:49.639109+00,102.0,6307942.0,397812.0,approved,1.0,0.0,0.0,1.0,0.0,0.807017543859649,0.035087719298245605,0.12280701754385966,0.0,0.12280701754385966,0.8245614035087718,0.017543859649122806,,,,,,,,,,,,,,,,,,,,,,,,,0.0,57.0,fat drunk and stupid is no way to go through life son dean w,fat drunk and stpd is no way to go through life son dean w
2016-07-28 01:10:52.317851+00,21.0,404422.0,142441.0,approved,0.0,0.0,0.0,1.0,0.0,0.828125,0.015625,0.109375,0.0,0.0,0.78125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64.0,rather stupid comment but considering the source i guess its the best you can do,rather STUPIDDDDD comment but considering the source i guess its the best you can do
2016-07-28 01:10:52.317851+00,21.0,404422.0,142441.0,approved,0.0,0.0,0.0,1.0,0.0,0.828125,0.015625,0.109375,0.0,0.0,0.78125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64.0,rather stupid comment but considering the source i guess its the best you can do,rather Stuuupidd comment but considering the source i guess its the best you can do
