created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,toxicity,severe_toxicity,obscene,sexual_explicit,identity_attack,insult,threat,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disability,psychiatric_or_mental_illness,other_disability,identity_annotator_count,toxicity_annotator_count,clean,perturbed
2016-12-06 01:24:34.448199+00,53.0,666487.0,154782.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8771929824561403,0.05263157894736842,0.15789473684210525,0.0,0.0,0.7719298245614034,0.017543859649122806,,,,,,,,,,,,,,,,,,,,,,,,,0.0,57.0,what a truly stupid comment,what a truly stpd comment
2016-11-29 16:44:03.125080+00,54.0,632853.0,153178.0,rejected,0.0,0.0,0.0,0.0,0.0,0.9268292682926828,0.024390243902439025,0.04878048780487805,0.0,0.0,0.902439024390244,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,41.0,are you stupid,are you STUPIDDDDD
2016-11-29 16:44:03.125080+00,54.0,632853.0,153178.0,rejected,0.0,0.0,0.0,0.0,0.0,0.9268292682926828,0.024390243902439025,0.04878048780487805,0.0,0.0,0.902439024390244,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,41.0,are you stupid,are you Stuuupidd
2016-11-29 16:44:03.125080+00,54.0,632853.0,153178.0,rejected,0.0,0.0,0.0,0.0,0.0,0.9268292682926828,0.024390243902439025,0.04878048780487805,0.0,0.0,0.902439024390244,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,41.0,are you stupid,are you stupiddddd
2017-10-31 02:15:02.177352+00,54.0,6253245.0,395039.0,approved,0.0,0.0,0.0,0.0,0.0,0.8472222222222222,0.013888888888888888,0.125,0.0,0.0,0.8055555555555555,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,72.0,and you cant cure stupid,and you cant cure stpd
2017-10-31 02:15:02.177352+00,54.0,6253245.0,395039.0,approved,0.0,0.0,0.0,0.0,0.0,0.8472222222222222,0.013888888888888888,0.125,0.0,0.0,0.8055555555555555,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,72.0,and you cant cure stupid,and you cant cure STUPIDDDDD
2017-10-31 02:15:02.177352+00,54.0,6253245.0,395039.0,approved,0.0,0.0,0.0,0.0,0.0,0.8472222222222222,0.013888888888888888,0.125,0.0,0.0,0.8055555555555555,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,72.0,and you cant cure stupid,and you cant cure Stuuupidd
2016-04-26 22:31:59.517718+00,21.0,,98260.0,approved,0.0,0.0,0.0,4.0,0.0,0.7887323943661971,0.0,0.1267605633802817,0.0,0.028169014084507043,0.7887323943661971,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,yet another stupid consequence of our failure to socialize health care,yet another stupiddddd consequence of our failure to socialize health care
2016-04-26 22:31:59.517718+00,21.0,,98260.0,approved,0.0,0.0,0.0,4.0,0.0,0.7887323943661971,0.0,0.1267605633802817,0.0,0.028169014084507043,0.7887323943661971,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,yet another stupid consequence of our failure to socialize health care,yet another stpd consequence of our failure to socialize health care
2016-04-26 22:31:59.517718+00,21.0,,98260.0,approved,0.0,0.0,0.0,4.0,0.0,0.7887323943661971,0.0,0.1267605633802817,0.0,0.028169014084507043,0.7887323943661971,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,yet another stupid consequence of our failure to socialize health care,yet another STUPIDDDDD consequence of our failure to socialize health care
2017-01-18 09:00:33.705744+00,21.0,,162509.0,approved,0.0,0.0,0.0,2.0,1.0,0.8684210526315791,0.02631578947368421,0.7631578947368421,0.6842105263157895,0.0,0.27631578947368424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,76.0,home of the brave my ass,home of the brave my asssssss
2017-01-18 09:00:33.705744+00,21.0,,162509.0,approved,0.0,0.0,0.0,2.0,1.0,0.8684210526315791,0.02631578947368421,0.7631578947368421,0.6842105263157895,0.0,0.27631578947368424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,76.0,home of the brave my ass,home of the brave my aS
2017-01-18 09:00:33.705744+00,21.0,,162509.0,approved,0.0,0.0,0.0,2.0,1.0,0.8684210526315791,0.02631578947368421,0.7631578947368421,0.6842105263157895,0.0,0.27631578947368424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,76.0,home of the brave my ass,home of the brave my ASSSSSSS
2017-07-28 12:39:18.882708+00,54.0,,360312.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8615384615384616,0.09230769230769233,0.6,0.015384615384615384,0.13846153846153847,0.8153846153846154,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,65.0,cry me a river you fat f,cry me a river you fattttt f
2017-07-28 12:39:18.882708+00,54.0,,360312.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8615384615384616,0.09230769230769233,0.6,0.015384615384615384,0.13846153846153847,0.8153846153846154,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,65.0,cry me a river you fat f,cry me a river you FATT f
2017-07-28 12:39:18.882708+00,54.0,,360312.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8615384615384616,0.09230769230769233,0.6,0.015384615384615384,0.13846153846153847,0.8153846153846154,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,65.0,cry me a river you fat f,cry me a river you faaaaat f
2017-04-11 14:31:16.397328+00,54.0,5119825.0,326026.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8,0.05,0.08333333333333333,0.0,0.0,0.7666666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60.0,what stupid logic you show,what STUPIDDDDD logic you show
2017-04-11 14:31:16.397328+00,54.0,5119825.0,326026.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8,0.05,0.08333333333333333,0.0,0.0,0.7666666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60.0,what stupid logic you show,what Stuuupidd logic you show
2017-04-11 14:31:16.397328+00,54.0,5119825.0,326026.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8,0.05,0.08333333333333333,0.0,0.0,0.7666666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60.0,what stupid logic you show,what stupiddddd logic you show
2017-01-11 22:57:18.780283+00,54.0,,161309.0,approved,1.0,1.0,0.0,6.0,0.0,0.75,0.015625,0.078125,0.0,0.0,0.765625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64.0,more fake news how dumb do they think we still are,more fake news how DUMBBBB do they think we still are
2017-01-11 22:57:18.780283+00,54.0,,161309.0,approved,1.0,1.0,0.0,6.0,0.0,0.75,0.015625,0.078125,0.0,0.0,0.765625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64.0,more fake news how dumb do they think we still are,more fake news how duuuuumb do they think we still are
2017-02-23 22:17:23.161319+00,21.0,1036554.0,314543.0,approved,0.0,0.0,0.0,0.0,0.0,0.9,0.016666666666666666,0.16666666666666666,0.0,0.0,0.8166666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60.0,so much stupid so little time cant come soon enough,so much stpd so little time cant come soon enough
