created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,toxicity,severe_toxicity,obscene,sexual_explicit,identity_attack,insult,threat,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disability,psychiatric_or_mental_illness,other_disability,identity_annotator_count,toxicity_annotator_count,clean,perturbed
2017-09-14 01:48:37.017277+00,105.0,,377553.0,approved,16.0,3.0,0.0,23.0,0.0,0.7878787878787878,0.060606060606060615,0.015151515151515154,0.0,0.015151515151515154,0.030303030303030307,0.7272727272727274,,,,,,,,,,,,,,,,,,,,,,,,,0.0,66.0,can she just kill herself already,can she just KIL herself already
2017-07-15 16:33:25.508975+00,54.0,5598211.0,355631.0,rejected,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.14814814814814814,0.0,0.018518518518518517,0.9074074074074074,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,54.0,i guess you know some pretty stupid young people you are the company you keep,i guess you know some pretty stupiddddd young people you are the company you keep
2017-07-15 16:33:25.508975+00,54.0,5598211.0,355631.0,rejected,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.14814814814814814,0.0,0.018518518518518517,0.9074074074074074,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,54.0,i guess you know some pretty stupid young people you are the company you keep,i guess you know some pretty stpd young people you are the company you keep
2017-07-15 16:33:25.508975+00,54.0,5598211.0,355631.0,rejected,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.14814814814814814,0.0,0.018518518518518517,0.9074074074074074,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,54.0,i guess you know some pretty stupid young people you are the company you keep,i guess you know some pretty STUPIDDDDD young people you are the company you keep
2017-03-10 22:09:38.628878+00,54.0,4987765.0,318462.0,approved,3.0,0.0,0.0,2.0,1.0,0.8125,0.046875,0.046875,0.015625,0.0,0.765625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64.0,they would care if they werent the new dumb,they would care if they werent the new DUMBBBB
2017-03-10 22:09:38.628878+00,54.0,4987765.0,318462.0,approved,3.0,0.0,0.0,2.0,1.0,0.8125,0.046875,0.046875,0.015625,0.0,0.765625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64.0,they would care if they werent the new dumb,they would care if they werent the new duuuuumb
2016-12-14 11:43:03.705955+00,54.0,707564.0,156423.0,approved,1.0,0.0,0.0,3.0,0.0,0.6617647058823529,0.014705882352941175,0.014705882352941175,0.0,0.014705882352941175,0.6470588235294118,0.014705882352941175,,,,,,,,,,,,,,,,,,,,,,,,,0.0,68.0,thats not how you spell dumb,thats not how you spell DUMBBBB
2016-12-14 11:43:03.705955+00,54.0,707564.0,156423.0,approved,1.0,0.0,0.0,3.0,0.0,0.6617647058823529,0.014705882352941175,0.014705882352941175,0.0,0.014705882352941175,0.6470588235294118,0.014705882352941175,,,,,,,,,,,,,,,,,,,,,,,,,0.0,68.0,thats not how you spell dumb,thats not how you spell duuuuumb
2016-12-16 04:20:48.401237+00,21.0,715945.0,156870.0,approved,9.0,0.0,1.0,15.0,7.0,0.92,0.0,0.14,0.0,0.0,0.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,are you really as stupid as you sound or are you just fishing for attention,are you really as Stuuupidd as you sound or are you just fishing for attention
2016-12-16 04:20:48.401237+00,21.0,715945.0,156870.0,approved,9.0,0.0,1.0,15.0,7.0,0.92,0.0,0.14,0.0,0.0,0.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,are you really as stupid as you sound or are you just fishing for attention,are you really as stupiddddd as you sound or are you just fishing for attention
2016-12-16 04:20:48.401237+00,21.0,715945.0,156870.0,approved,9.0,0.0,1.0,15.0,7.0,0.92,0.0,0.14,0.0,0.0,0.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,are you really as stupid as you sound or are you just fishing for attention,are you really as stpd as you sound or are you just fishing for attention
2017-09-22 20:39:07.160484+00,55.0,6002064.0,380855.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8958333333333333,0.04166666666666666,0.08333333333333333,0.0,0.0,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,stupid and cynical a perfect description for your comment,STUPIDDDDD and cynical a perfect description for your comment
2017-09-22 20:39:07.160484+00,55.0,6002064.0,380855.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8958333333333333,0.04166666666666666,0.08333333333333333,0.0,0.0,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,stupid and cynical a perfect description for your comment,Stuuupidd and cynical a perfect description for your comment
2017-09-22 20:39:07.160484+00,55.0,6002064.0,380855.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8958333333333333,0.04166666666666666,0.08333333333333333,0.0,0.0,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,stupid and cynical a perfect description for your comment,stupiddddd and cynical a perfect description for your comment
