created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,toxicity,severe_toxicity,obscene,sexual_explicit,identity_attack,insult,threat,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disability,psychiatric_or_mental_illness,other_disability,identity_annotator_count,toxicity_annotator_count,clean,perturbed
2017-04-11 12:05:00.797324+00,54.0,,326026.0,approved,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,imagine the media outrage if this passenger had been black,imagine the media outrage if this passenger had been BLCK
2017-04-11 12:05:00.797324+00,54.0,,326026.0,approved,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,imagine the media outrage if this passenger had been black,imagine the media outrage if this passenger had been blCK
2017-04-11 12:05:00.797324+00,54.0,,326026.0,approved,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,imagine the media outrage if this passenger had been black,imagine the media outrage if this passenger had been Blck
2016-05-24 04:11:08.147627+00,13.0,,124046.0,approved,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,the working class is revolting,the working Cls is revolting
2016-05-24 04:11:08.147627+00,13.0,,124046.0,approved,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,the working class is revolting,the working CLs is revolting
2016-05-24 04:11:08.147627+00,13.0,,124046.0,approved,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,the working class is revolting,the working cls is revolting
2017-10-27 18:01:19.949850+00,21.0,,393871.0,approved,0.0,0.0,0.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,so whats he going to do with his dogs shoot them all dont think it doesnt happen,so whats he going to do with his dogs SH_T them all dont think it doesnt happen
2017-10-27 18:01:19.949850+00,21.0,,393871.0,approved,0.0,0.0,0.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,so whats he going to do with his dogs shoot them all dont think it doesnt happen,so whats he going to do with his dogs Shot them all dont think it doesnt happen
2017-10-27 18:01:19.949850+00,21.0,,393871.0,approved,0.0,0.0,0.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,so whats he going to do with his dogs shoot them all dont think it doesnt happen,so whats he going to do with his dogs shìt them all dont think it doesnt happen
2016-10-20 13:21:19.106991+00,54.0,539981.0,149027.0,approved,0.0,0.0,0.0,5.0,0.0,0.6,0.0,0.05,0.0,0.0125,0.575,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,80.0,dumb idea how would you ever start a new party,DUMBBBB idea how would you ever start a new party
2016-10-20 13:21:19.106991+00,54.0,539981.0,149027.0,approved,0.0,0.0,0.0,5.0,0.0,0.6,0.0,0.05,0.0,0.0125,0.575,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,80.0,dumb idea how would you ever start a new party,duuuuumb idea how would you ever start a new party
2017-07-29 00:56:47.906575+00,102.0,5679366.0,360552.0,approved,0.0,0.0,0.0,2.0,1.0,0.6,0.1,0.0,0.0,0.0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,so just beat them up,so just Bett them up
2017-07-29 00:56:47.906575+00,102.0,5679366.0,360552.0,approved,0.0,0.0,0.0,2.0,1.0,0.6,0.1,0.0,0.0,0.0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,so just beat them up,so just bET them up
2017-07-29 00:56:47.906575+00,102.0,5679366.0,360552.0,approved,0.0,0.0,0.0,2.0,1.0,0.6,0.1,0.0,0.0,0.0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,so just beat them up,so just betttt them up
2016-06-10 20:53:36.671576+00,21.0,345682.0,138505.0,approved,0.0,0.0,0.0,4.0,0.0,0.6,0.1,0.1,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,so a verbal threat is a reason to shoot someone,so a verbal threat is a reason to shOT someone
